init_node,term_node,travelTime,flow
27,3,5.319999999999999,126.6
27,5,5.0600000000000005,9.098
27,6,4.900020576131688,34.02
27,7,5.24,6.655
27,8,5.30660647103085,13.29
27,9,7.040000000000001,11.58
27,10,6.15,30.68
27,11,6.699999999999999,33.97
27,12,7.996089291708628,29.79
27,13,7.840047413793106,23.2
27,14,9.626082224909311,8.271
27,15,7.826088235294119,61.2
27,16,10.5164552238806,24.12
27,17,10.656802418071905,31.43
27,18,10.700086956521739,20.71
27,19,12.107025125628141,19.91
27,20,13.522181818181814,3.308
27,21,12.000181268882177,3.308
27,22,6.8500000000000005,4.231
27,23,2.9899999999999998,173.7
27,24,4.520329960404751,227.3
27,25,2.15,80.66
27,26,2.6500000000000004,42.29
27,28,1.87,69.03
27,29,2.9299999999999997,59.85
27,30,3.0400211097708083,33.16
27,31,3.1400371358941626,86.17
27,32,3.8800112648857423,62.14
27,33,5.852555963302753,109.0
27,34,4.55,85.7
27,35,3.08,142.5
27,36,3.47,84.44
27,37,4.946620865758755,82.24
27,38,7.712588040652329,42.31
27,39,6.66,43.39
27,40,7.970000000000001,33.93
27,41,4.970009668842155,41.37
27,42,5.670126149802892,38.05
27,43,6.990137693631671,17.43
27,44,6.050052091554854,126.7
27,45,6.520123789874623,63.01
27,46,9.572663793103448,11.6
27,47,9.87,4.962
27,48,11.440000000000001,9.212
27,49,9.73,18.2
27,50,8.130120724346078,9.944
27,51,7.880144752714116,8.29
27,52,7.470103626943006,11.58
27,53,7.300128022759603,14.06
27,54,12.480361445783132,0.827
27,55,11.02,1.654
27,57,12.49,2.481
27,58,10.61,4.962
27,59,11.913123486682812,4.135
27,60,10.183132530120485,0.827
27,61,9.543145161290324,2.481
27,62,9.01312348668281,4.135
27,63,10.14327169274538,14.06
27,64,9.313259070655635,15.71
27,65,10.483261888814466,14.93
27,67,14.163323262839883,3.308
27,68,12.363280898876408,13.35
27,69,13.213145161290326,2.481
27,70,11.243285256410262,12.48
27,71,12.643288996372435,8.271
27,72,14.773259070655637,15.71
27,73,12.423246977547496,5.789
27,74,2.37,273.9
27,75,3.95,110.7
27,76,3.6500000000000004,40.53
27,77,3.6500000000000004,30.6
27,78,3.92,38.18
27,79,3.01,4.962
27,80,3.01,9.925
27,81,3.6500000000000004,5.789
27,82,3.6500000000000004,1.654
27,83,3.6500000000000004,2.481
27,84,3.01,36.39
27,85,3.01,30.6
27,87,3.6500000000000004,26.52
27,88,3.01,14.91
27,89,3.01,4.135
27,90,2.37,16.54
27,91,13.473225806451614,7.444
27,92,12.250234227427278,26.47
27,93,12.250096774193548,12.41
27,95,12.962697674418603,10.75
27,97,12.962231182795701,7.444
27,98,10.92,22.43
27,100,12.250127840909093,14.08
27,101,11.302570948782538,59.55
27,102,10.92128755364807,86.21
27,103,3.95,4.135
27,104,3.95,2.481
27,105,3.01,38.06
27,106,3.95,9.925
27,107,3.01,4.135
27,108,3.95,0.827
28,1,4.93,79.4
28,3,6.87,86.84
28,5,4.24,9.944
28,6,3.87,42.33
28,7,4.420000000000001,12.41
28,8,4.04,33.2
28,9,5.880000000000001,15.71
28,10,5.170019298809907,62.18
28,11,5.7200139437601685,43.03
28,12,7.020026867275658,37.22
28,13,6.6800000000000015,43.05
28,14,8.65,16.56
28,15,6.850022160664822,90.25
28,16,9.540022840531563,48.16
28,17,9.680042643923242,28.14
28,18,9.831560304449647,34.16
28,19,11.130047204066813,27.54
28,20,12.653680387409196,4.135
28,21,11.131463414634144,0.827
28,22,7.19,9.25
28,23,3.4400000000000004,139.9
28,24,4.86,264.4
28,25,3.24,79.78
28,26,3.6,49.7
28,27,2.06,78.49
28,29,3.37,42.26
28,30,2.22,37.31
28,31,1.7200000000000002,97.24
28,32,3.06,58.09
28,33,6.192234567901235,137.7
28,34,4.79,141.9
28,35,2.8,171.1
28,36,2.9499999999999997,89.42
28,37,3.7199925650557617,134.5
28,38,8.057829869502175,62.07
28,39,6.380000000000001,13.33
28,40,7.42,21.54
28,41,4.280043461082577,50.62
28,42,4.801501116071428,53.76
28,43,6.121503426037887,24.81
28,44,5.130018120045301,176.6
28,45,5.651501664622392,57.07
28,46,9.91777239709443,4.135
28,47,9.551501210653754,4.135
28,48,11.161272727272728,1.654
28,49,9.18,9.098
28,50,7.261497730711045,6.617
28,51,7.011500223914019,22.33
28,52,6.601497730711045,6.617
28,53,6.431504157218443,13.23
28,54,12.16145454545455,1.654
28,55,10.701454545454547,1.654
28,57,11.737217741935483,2.481
28,58,9.85460606060606,1.654
28,59,11.044629349470501,6.617
28,60,9.314637096774193,2.481
28,61,8.674643288996371,8.271
28,62,8.144638554216868,4.981
28,63,9.274647177419354,9.925
28,64,8.44464590657961,19.91
28,65,9.614648526077097,13.23
28,67,13.29463709677419,2.481
28,68,11.494643660915228,13.33
28,69,12.344658753709199,3.366
28,70,10.374648526077097,13.23
28,71,11.774647739221873,19.02
28,72,13.904679943100996,28.12
28,73,11.554648351648352,9.098
28,74,3.9200000000000004,230.9
28,75,5.32,105.8
28,76,4.6,43.01
28,77,4.6,28.12
28,78,5.3500000000000005,41.43
28,79,4.5600000000000005,0.827
28,80,4.5600000000000005,9.117
28,81,4.6,3.308
28,82,4.6,1.654
28,83,4.6,1.654
28,84,4.5600000000000005,50.45
28,85,4.5600000000000005,33.91
28,87,4.6,23.98
28,88,4.5600000000000005,5.789
28,89,4.5600000000000005,1.654
28,90,3.9200000000000004,12.41
28,91,12.604641860465113,10.75
28,92,11.381577358490565,26.5
28,93,11.381497730711043,13.23
28,94,11.64778450363196,8.271
28,95,13.307782258064517,7.444
28,97,13.307785234899328,7.463
28,98,11.87,12.52
28,100,11.381591417076443,22.37
28,101,11.64783510734259,55.43
28,102,11.870973372119042,89.38
28,103,5.32,4.962
28,104,5.32,4.135
28,105,4.5600000000000005,44.66
28,106,5.32,7.444
28,107,4.5600000000000005,2.481
29,1,3.1,81.99
29,3,5.52,153.9
29,5,4.010112540192926,12.44
29,6,4.481303395399782,27.39
29,7,4.8213102409638555,6.636
29,8,5.271303972366149,23.16
29,9,6.621305398871877,12.41
29,10,6.401302681992338,33.93
29,11,6.951305289205074,32.33
29,12,8.251305398871876,12.41
29,13,7.421305120910386,28.12
29,14,9.601307634164778,13.23
29,15,8.08130458665202,36.41
29,16,10.771304675716442,26.52
29,17,10.911307692307695,9.098
29,18,11.271304565980932,19.93
29,19,12.361456483126112,22.52
29,20,14.093508064516127,4.962
29,22,8.849999999999998,6.636
29,23,4.9399999999999995,36.47
29,24,6.970797149855266,44.91
29,25,3.73,29.04
29,26,3.6499999999999995,36.54
29,27,2.92,48.99
29,28,3.5799999999999996,64.74
29,30,2.62,44.89
29,31,3.96,44.68
29,32,3.46,30.66
29,33,8.30374052608114,22.43
29,34,7.036880391029327,34.78
29,35,5.039999999999999,84.4
29,36,5.196527669524553,51.32
29,37,4.94,71.4
29,38,10.163787610619467,22.6
29,39,8.62,9.963
29,40,9.66652455977757,10.79
29,41,6.526530872056015,15.71
29,42,7.048029739776951,21.52
29,43,7.710000000000003,8.271
29,44,6.380021253985123,75.28
29,45,7.100241448692155,24.85
29,46,12.023818181818184,1.654
29,47,11.798024193548388,2.481
29,48,13.401927710843374,0.827
29,49,11.426532258064517,2.481
29,50,9.508036697247709,10.9
29,51,9.258025949953662,10.79
29,52,8.190000000000003,6.617
29,53,8.020461538461541,9.098
29,55,12.947926829268294,0.827
29,57,13.325609756097565,0.827
29,58,11.443143350604494,5.789
29,59,12.63313253012049,0.827
29,60,10.903145161290329,2.481
29,61,10.263145161290327,4.962
29,62,9.733145161290325,4.962
29,63,10.863142857142861,9.098
29,64,10.033143350604494,5.789
29,65,11.203758241758244,9.098
29,68,13.083140495867774,13.31
29,69,13.933145161290327,2.481
29,70,11.9631438935913,8.271
29,71,13.363143049026197,14.89
29,72,15.49314366998578,14.06
29,73,13.14130592503023,16.54
29,74,2.57,242.0
29,75,4.87,34.93
29,76,4.2299999999999995,38.05
29,77,4.2299999999999995,19.02
29,78,5.73,14.06
29,79,3.21,0.827
29,80,3.21,0.827
29,81,4.2299999999999995,4.962
29,82,4.2299999999999995,2.481
29,83,4.2299999999999995,1.654
29,84,3.21,50.51
29,85,3.21,23.98
29,86,3.21,0.827
29,87,4.2299999999999995,18.21
29,88,3.21,9.963
29,89,3.21,1.654
29,90,2.57,9.098
29,91,14.191299093655589,3.308
29,92,12.821305120910385,28.12
29,93,12.82128329297821,4.135
29,94,13.753813186813186,9.098
29,95,15.392719449225476,5.809
29,96,12.821325301204821,0.827
29,97,15.392750865051905,5.789
29,98,11.5,7.52
29,100,12.821305398871878,12.41
29,101,13.75377411885773,38.87
29,102,11.5,56.24
29,103,4.87,3.308
29,104,4.87,1.654
29,105,3.21,30.62
29,106,4.87,2.481
29,107,3.21,1.654
30,1,2.83,43.01
30,3,5.11,47.14
30,5,2.16,4.981
30,6,3.2,8.29
30,7,3.13,4.135
30,8,3.99,5.828
30,9,4.9300000000000015,3.308
30,10,5.120000000000001,10.75
30,11,5.67,21.52
30,12,6.970000000000001,4.962
30,13,5.730000000000002,14.06
30,14,7.910000000000002,5.789
30,15,6.800000000000002,16.54
30,16,9.49,15.75
30,17,9.63,15.71
30,18,9.990000000000002,10.75
30,19,11.08,9.136
30,20,12.812177419354839,2.481
30,23,4.4,21.52
30,24,5.819999999999999,18.35
30,25,4.720000000000001,10.75
30,26,4.640000000000001,4.981
30,27,3.8,11.66
30,28,2.3,23.27
30,29,2.49,27.33
30,31,2.68,12.43
30,32,2.18,11.6
30,33,7.152235944101397,30.77
30,34,5.756527231892196,35.62
30,35,3.76,46.47
30,36,3.916526850969177,31.47
30,37,3.6599999999999993,33.93
30,38,9.01778021978022,9.098
30,39,7.34,1.692
30,40,8.386530612244899,13.23
30,41,5.246528247223564,20.71
30,42,5.768032128514055,22.41
30,43,6.4300000000000015,8.309
30,44,5.1000189170016546,42.29
30,45,5.820000000000001,14.89
30,46,10.877831325301203,0.827
30,47,10.518040000000003,2.5
30,48,12.121927710843375,0.827
30,49,10.146513317191284,4.135
30,50,8.227926829268295,0.827
30,51,7.978025949953662,10.79
30,52,6.910000000000002,4.193
30,53,6.740000000000002,2.481
30,54,13.127926829268297,0.827
30,57,12.045740181268885,3.308
30,58,10.163132530120484,0.827
30,60,9.623132530120484,0.827
30,61,8.983141993957707,3.308
30,62,8.453145161290324,2.481
30,63,9.583143350604493,5.789
30,64,8.753145161290323,7.444
30,65,9.923145161290323,2.481
30,66,14.115180722891568,0.827
30,67,13.603134920634922,2.519
30,68,11.803151515151516,1.654
30,70,10.683143350604494,5.789
30,71,12.083145161290325,7.444
30,72,14.21314285714286,9.098
30,73,11.860000000000003,8.271
30,74,3.96,97.73
30,75,5.62,17.41
30,76,5.619999999999999,11.6
30,77,5.62,14.89
30,78,6.3100000000000005,12.41
30,79,3.96,0.827
30,80,3.96,7.52
30,81,5.62,0.827
30,83,5.62,1.654
30,84,3.96,19.04
30,85,3.96,10.75
30,87,5.62,3.308
30,88,3.96,1.654
30,89,3.96,0.827
30,90,3.96,7.444
30,91,12.910000000000002,5.789
30,92,11.540000000000003,9.925
30,93,11.540000000000003,6.617
30,94,12.607831325301204,0.827
30,95,14.094794188861988,8.271
30,96,11.540000000000003,0.827
30,97,14.094794188861988,4.135
30,98,12.89,3.308
30,100,11.540000000000003,4.962
30,101,12.607782805429864,19.89
30,102,12.89124031007752,34.83
30,103,5.62,1.654
30,104,5.62,1.673
30,105,3.96,16.54
31,1,4.859999999999999,50.49
31,3,6.4,91.88
31,5,3.45,14.91
31,6,2.36,38.08
31,7,3.54,10.75
31,8,2.4,19.93
31,9,4.24,18.2
31,10,3.5300000000000002,75.45
31,11,4.08,56.37
31,12,5.380000000000001,32.26
31,13,5.04,58.74
31,14,7.010000000000002,29.81
31,15,5.210000000000001,69.53
31,16,7.9,59.89
31,17,8.04000403063281,24.81
31,18,8.4,42.43
31,19,9.490170340681363,19.96
31,20,11.222185886402753,5.809
31,21,9.7,1.654
31,22,7.07,13.4
31,23,3.3200000000000003,165.6
31,24,4.33,236.5
31,25,4.1899999999999995,75.8
31,26,5.12,31.49
31,27,3.07,32.41
31,28,1.7200000000000002,60.64
31,29,3.83,33.16
31,30,2.68,30.7
31,32,2.04,64.03
31,33,4.94,179.8
31,34,3.39,144.2
31,35,2.15,184.5
31,36,1.6,118.7
31,37,2.04,138.8
31,38,6.800085352842555,65.61
31,39,5.380006858710563,29.16
31,40,6.4,31.45
31,41,3.26,50.57
31,42,3.920124636476942,48.14
31,43,4.79,24.85
31,44,3.46002043422733,156.6
31,45,4.18,68.03
31,46,8.66,12.48
31,47,8.59,4.981
31,48,10.160000000000002,4.981
31,49,8.16,8.271
31,50,6.3801450443190975,12.41
31,51,6.130131651124521,18.23
31,52,5.2700000000000005,13.23
31,53,5.1000000000000005,20.68
31,54,11.200000000000001,0.827
31,55,9.74,1.654
31,57,10.405609756097562,0.827
31,58,8.52314335060449,5.789
31,59,9.713143350604492,5.789
31,60,7.983143893591294,8.271
31,61,7.343141993957706,3.308
31,62,6.8131438935912945,8.271
31,63,7.943141993957704,6.617
31,64,7.1131456154465,12.43
31,65,8.283141797961076,10.79
31,66,12.07,1.654
31,67,11.963141993957704,3.308
31,68,10.163143002803977,39.23
31,69,11.013145161290325,2.481
31,70,9.043145258103243,16.66
31,71,10.44314285714286,18.2
31,72,12.57318652849741,23.16
31,73,10.269369426751593,15.71
31,74,5.4399999999999995,161.3
31,75,5.680000000000001,120.1
31,76,5.680000000000001,24.81
31,77,5.680000000000001,20.68
31,78,5.23,22.33
31,79,5.83,7.444
31,80,5.83,5.789
31,81,6.12,4.962
31,82,6.12,0.827
31,83,6.12,1.654
31,84,5.83,41.35
31,85,5.680000000000001,33.91
31,87,5.680000000000001,14.89
31,88,5.83,6.636
31,89,5.83,1.654
31,90,5.4399999999999995,7.444
31,91,11.319350125944583,19.85
31,92,9.95,38.87
31,93,9.95,18.2
31,94,10.39,13.25
31,95,12.05,15.71
31,96,9.95,2.481
31,97,12.05,7.444
31,98,13.290764630499789,23.41
31,99,9.95,0.827
31,100,9.95,36.54
31,101,10.390090133590856,62.13
31,102,13.290847738574472,84.46
31,103,5.680000000000001,6.617
31,104,5.680000000000001,9.098
31,105,5.83,39.79
31,106,5.680000000000001,4.135
31,107,5.680000000000001,4.962
32,1,3.2800000000000002,57.11
32,3,5.17,74.46
32,5,2.22,16.56
32,6,1.83,54.16
32,7,2.31,24.25
32,8,2.0,22.48
32,9,3.71,11.58
32,10,3.13,39.01
32,11,3.6799999999999997,41.39
32,12,4.98,37.22
32,13,4.51,39.78
32,14,6.610000000000001,17.39
32,15,4.81,57.14
32,16,7.5,32.41
32,17,7.640003451846737,28.97
32,18,8.0,19.16
32,19,9.090123861566484,27.45
32,20,10.822186046511627,10.75
32,21,9.299999999999999,3.308
32,22,7.909999999999999,10.08
32,23,4.16,93.64
32,24,5.579999999999999,135.1
32,25,4.779999999999999,50.93
32,26,5.35,26.47
32,27,3.6599999999999997,42.43
32,28,2.06,66.6
32,29,3.2,57.32
32,30,1.79,44.16
32,31,2.04,79.89
32,33,6.912248062015503,103.2
32,34,5.430002329916122,85.84
32,35,3.500005063291139,118.5
32,36,3.6,88.09
32,37,2.3899999999999997,115.6
32,38,8.750916803503014,36.54
32,39,7.070004810004813,20.79
32,40,8.070063327576282,34.74
32,41,4.930052157420579,42.18
32,42,4.97,41.39
32,43,5.590000000000001,22.45
32,44,3.46,125.5
32,45,4.12,53.09
32,46,10.610846286701207,5.789
32,47,9.750000000000002,0.827
32,49,9.11,11.6
32,50,7.460000000000002,12.41
32,51,7.209989929506547,29.79
32,52,6.070000000000001,15.71
32,53,4.95,19.02
32,54,12.360000000000005,1.654
32,55,10.900000000000002,0.827
32,56,10.782580645161291,2.481
32,57,10.81260606060606,1.654
32,58,8.93,3.366
32,59,10.120000000000001,0.827
32,60,8.39,0.827
32,61,7.75,6.617
32,62,7.22,9.098
32,63,8.35,6.617
32,64,7.52,11.58
32,65,8.2,16.54
32,67,12.370000000000001,1.654
32,68,10.57,25.17
32,70,9.450000000000001,21.62
32,71,10.850000000000001,15.71
32,72,12.930061996280223,32.26
32,73,9.87,8.271
32,74,4.41,173.8
32,75,6.07,58.31
32,76,6.07,17.37
32,77,6.07,21.5
32,78,6.07,15.71
32,79,4.41,4.135
32,80,4.41,14.06
32,81,6.07,7.444
32,82,6.07,1.654
32,83,6.07,1.654
32,84,4.41,40.56
32,85,4.41,48.8
32,86,4.41,1.654
32,87,6.07,14.96
32,88,4.41,7.444
32,90,4.41,5.789
32,91,10.92,11.58
32,92,9.55,37.26
32,93,9.55,13.23
32,94,12.340854357798165,17.44
32,95,12.860000000000001,21.5
32,96,9.55,1.654
32,97,12.860000000000001,7.444
32,98,13.34145447053976,24.27
32,99,9.55,1.654
32,100,9.55,17.43
32,101,12.340897410940237,51.37
32,102,13.340600953353762,58.74
32,103,6.07,9.098
32,104,6.07,7.444
32,105,4.41,24.81
32,106,6.07,5.789
32,107,4.41,6.617
33,1,9.600086306098964,52.14
33,3,10.930275352585628,74.46
33,5,8.300000000000002,12.41
33,6,7.120132000754291,53.03
33,7,8.150000000000002,7.444
33,8,6.530169988276673,34.12
33,9,8.370000000000003,15.73
33,10,6.762490904956799,87.96
33,11,7.31249194847021,49.68
33,12,8.608577542799596,39.72
33,13,9.018579687294705,76.11
33,14,10.238580775037747,19.87
33,15,8.438580000000002,135.0
33,16,11.128946969696969,92.4
33,17,11.269294986571174,44.68
33,18,11.260053320407176,61.89
33,19,12.690996688741727,90.6
33,20,14.082179176755448,4.135
33,21,12.56,4.962
33,22,5.46,32.83
33,23,5.640565836298933,309.1
33,24,3.550036761975492,538.6
33,25,6.620421052631579,114.0
33,26,8.180148953301128,24.85
33,27,6.100242892110711,53.12
33,28,5.980131979695432,98.5
33,29,8.090394390885187,45.64
33,30,6.9401948943178695,36.43
33,31,4.850173735725939,122.6
33,32,6.700175628533623,83.13
33,34,2.7201632809505556,260.9
33,35,3.2901719128329296,330.4
33,36,4.390082627118644,188.8
33,37,5.612491323210413,184.4
33,38,1.86,143.8
33,39,4.280105675146771,102.2
33,40,6.130000000000001,64.61
33,41,4.800000000000001,122.7
33,42,6.282620786516855,106.8
33,43,6.450000000000001,42.24
33,44,6.662542297746584,270.7
33,45,7.132620281273131,135.1
33,46,3.72,28.39
33,47,7.1000000000000005,4.962
33,48,8.46,8.366
33,49,7.8900000000000015,18.27
33,50,6.610000000000001,39.72
33,51,7.100000000000001,50.45
33,52,7.780000000000002,27.29
33,53,7.912620236530882,38.05
33,54,6.66,3.308
33,55,6.46,14.89
33,56,7.9,1.654
33,57,6.87,4.981
33,58,8.770000000000001,11.58
33,59,7.9,7.444
33,60,9.51,8.271
33,61,8.750000000000002,13.27
33,62,8.420000000000002,25.7
33,63,9.879999999999999,21.5
33,64,9.620000000000001,14.12
33,65,10.79,20.68
33,66,7.130000000000001,0.827
33,67,9.32,3.308
33,68,8.35,62.37
33,69,10.82,14.31
33,70,9.92,25.73
33,71,11.57,16.54
33,72,13.630036701208981,46.32
33,73,12.729999999999999,11.58
33,74,7.980286405158517,186.1
33,75,7.9106067031463745,146.2
33,76,7.05,32.27
33,77,7.910558139534884,21.5
33,78,5.39,28.12
33,79,8.620135746606335,6.636
33,80,8.620251162790698,10.75
33,81,7.05,8.271
33,82,7.05,2.481
33,83,7.05,4.135
33,84,8.62028062970568,43.83
33,85,7.910592635212889,52.14
33,87,7.91060422960725,9.925
33,88,8.620241935483872,7.444
33,89,8.62,1.654
33,90,7.980330378726834,12.41
33,91,13.780140405616223,25.64
33,92,12.810057251908399,47.16
33,93,12.810041572184428,26.47
33,94,5.45,21.52
33,95,7.11,20.68
33,96,12.810000000000002,1.654
33,97,7.11,8.271
33,98,10.190319742489269,46.6
33,100,12.810057203389832,47.2
33,101,5.45,122.5
33,102,10.190318206086491,187.3
33,103,7.910556070435588,10.79
33,104,7.910403225806451,4.962
33,105,8.620280501710376,43.85
33,106,7.91060422960725,9.925
33,107,7.910558139534884,10.75
34,1,8.180437598459653,57.14
34,3,9.720425967261908,53.76
34,5,6.770000000000001,9.098
34,6,5.664988249118683,34.04
34,7,6.690075528700906,6.617
34,8,5.070071428571429,35.0
34,9,6.910082372322899,18.21
34,10,4.760000000000001,54.89
34,11,5.3100000000000005,59.7
34,12,6.607291666666667,29.77
34,13,7.017291993720565,63.7
34,14,8.23729232386961,19.02
34,15,6.437291666666668,120.0
34,16,9.127658122039565,71.78
34,17,9.268003095975233,32.31
34,18,9.313349504750356,49.47
34,19,10.718327336168356,91.72
34,20,12.13543741588156,7.444
34,21,10.613317191283294,4.135
34,22,6.33,22.81
34,23,4.820190674753601,263.8
34,24,2.850051904090268,354.5
34,25,5.690164043449344,90.22
34,26,7.2501834097540625,24.0
34,27,4.900721406086044,38.12
34,28,4.53,80.32
34,29,6.64,38.91
34,30,5.489999999999999,25.68
34,31,3.32,123.7
34,32,5.25000294160906,67.99
34,33,2.7,306.4
34,35,2.11,235.8
34,36,2.7800000000000002,151.8
34,37,3.6100000000000003,163.6
34,38,4.560063968236463,90.67
34,39,3.17,50.2
34,40,4.48,33.12
34,41,2.6502160425437626,90.26
34,42,4.283302399575766,75.43
34,43,4.8,34.76
34,44,4.660908190476191,262.5
34,45,5.133300846966007,86.19
34,46,6.420000000000001,7.52
34,47,6.38,2.481
34,48,7.949999999999999,4.212
34,49,6.24,25.77
34,50,4.96,28.23
34,51,5.449999999999999,43.08
34,52,6.083293036750486,20.68
34,53,5.913296445338702,29.83
34,54,8.99,0.827
34,55,7.53,5.039
34,57,9.0,5.789
34,58,7.120000000000001,6.617
34,59,8.97,2.481
34,60,7.960000000000001,5.789
34,61,7.1000000000000005,14.89
34,62,6.769999999999999,16.56
34,63,8.756424682395645,16.54
34,64,7.926419327006042,11.6
34,65,9.096436491935483,19.85
34,68,10.41,46.74
34,69,11.829960435212662,10.12
34,70,9.859986675549633,30.02
34,71,11.259976798143853,21.56
34,72,13.389973847662636,30.6
34,73,11.0364069591528,13.23
34,74,7.05016216216216,148.0
34,75,7.180293120638086,100.3
34,76,7.1803022589882275,31.43
34,77,7.180285299806577,20.68
34,78,6.26,16.54
34,79,7.6899999999999995,4.135
34,80,7.69020465116279,10.75
34,81,7.920414507772022,5.789
34,82,7.92,0.827
34,83,7.92,1.654
34,84,7.6901558028616845,31.45
34,85,7.180283569641368,23.98
34,87,7.180272067714631,16.54
34,88,7.690241758241757,9.098
34,90,7.049999999999999,9.925
34,91,12.08651583710407,19.89
34,92,10.863358430298884,43.83
34,93,10.863286778398514,10.75
34,94,8.15,15.71
34,95,9.81,14.06
34,96,10.863170731707319,0.827
34,97,9.81,3.308
34,98,12.550474250325943,61.37
34,100,10.863347398030943,49.78
34,101,8.150062560673065,92.71
34,102,12.550498883097545,134.3
34,103,7.180271903323264,6.617
34,104,7.180241935483871,7.444
34,105,7.690169257340242,28.95
34,106,7.180290088638196,12.41
34,107,7.180310880829016,11.58
34,108,7.18,0.827
35,1,6.42,31.45
35,3,7.960165617754223,60.38
35,5,5.01,7.444
35,6,3.92,43.05
35,7,5.1000000000000005,5.789
35,8,3.7266100702576104,34.16
35,9,5.5666112385321105,17.44
35,10,3.8900000000000006,48.2
35,11,4.44,57.14
35,12,5.7360892469786195,32.27
35,13,6.1460892503847,45.49
35,14,7.366090057958092,22.43
35,15,5.566088479262675,108.5
35,16,8.256455127332153,73.43
35,17,8.396807030391798,27.31
35,18,8.440174341481905,52.77
35,19,9.847033964626702,63.89
35,20,11.262340168878165,8.29
35,21,9.74,2.481
35,22,7.14,12.48
35,23,3.39,249.8
35,24,3.35,318.9
35,25,4.26,102.8
35,26,5.6,14.89
35,27,3.14,32.27
35,28,2.8499999999999996,52.32
35,29,4.96,27.33
35,30,3.8099999999999996,20.7
35,31,1.56,102.8
35,32,3.6000000000000005,50.64
35,33,3.66,188.5
35,34,2.11,188.6
35,36,1.8900055248618786,108.6
35,37,2.74,142.0
35,38,5.262183536433723,80.42
35,39,3.58,33.33
35,40,4.890000000000001,41.37
35,41,1.8900062529310617,63.97
35,42,3.410126388356952,52.22
35,43,4.7300853694436285,33.97
35,44,3.7900512630014855,269.2
35,45,4.260127202862065,75.47
35,46,7.121578947368423,2.481
35,47,6.789999999999999,5.789
35,48,8.36,4.962
35,49,6.650000000000001,19.93
35,50,5.370000000000001,14.91
35,51,5.570058041112454,41.35
35,52,5.210138169257343,17.37
35,53,5.040135900339752,26.49
35,54,9.399999999999999,2.481
35,55,7.939999999999999,2.519
35,56,9.380000000000003,3.308
35,57,9.410000000000002,8.271
35,58,7.530000000000002,3.308
35,59,9.380000000000003,2.481
35,60,7.923151515151518,1.654
35,61,7.283221925133692,7.482
35,62,6.75325581395349,10.75
35,63,7.883283496262222,17.39
35,64,7.05325581395349,10.75
35,65,8.22326612903226,9.925
35,68,10.103271192402392,28.43
35,69,10.95328199052133,8.442
35,70,8.983275109170307,27.48
35,71,10.383246977547499,11.58
35,72,12.513307543520314,20.68
35,73,10.163246977547496,5.789
35,74,5.51,135.7
35,75,5.750000000000001,88.43
35,76,5.750000000000001,32.26
35,77,5.750000000000001,9.925
35,78,5.300000000000001,14.89
35,79,6.15,4.135
35,80,6.15,9.098
35,81,6.609475806451614,7.444
35,82,6.609467312348668,4.135
35,84,6.15,14.91
35,85,5.750000000000001,23.98
35,86,5.750000000000001,2.481
35,87,5.750000000000001,12.41
35,88,6.15,3.308
35,90,5.51,13.23
35,91,11.213270241850685,19.02
35,92,9.990216353802099,31.43
35,93,9.990098901098902,18.21
35,94,8.852161981258366,14.94
35,95,10.512171398527867,19.02
35,96,9.99,1.654
35,97,10.51157894736842,2.481
35,98,13.360657997399219,38.45
35,99,9.989999999999998,0.827
35,100,9.990185976375972,39.79
35,101,8.85217476202099,81.94
35,102,13.360617021276596,141.0
35,103,5.750000000000001,8.271
35,104,5.750000000000001,7.444
35,105,6.15,24.0
35,106,5.750000000000001,8.271
35,107,5.750000000000001,5.809
35,108,5.750000000000001,0.827
36,1,6.2,22.35
36,3,7.79999690018599,32.26
36,5,4.85,5.789
36,6,3.66,15.73
36,7,4.69,7.444
36,8,3.0700000000000003,13.29
36,9,4.91,10.75
36,10,3.2199999999999998,27.33
36,11,3.77,33.93
36,12,4.92,14.06
36,13,5.33005177770107,28.97
36,14,6.550000000000001,9.963
36,15,4.750027041644132,55.47
36,16,7.440603663613655,24.02
36,17,7.580713501646542,18.23
36,18,7.630141017780503,32.62
36,19,9.031106382978724,25.85
36,20,10.45218181818182,3.308
36,21,8.930000000000001,0.827
36,22,7.3999999999999995,7.577
36,23,3.65,84.7
36,24,4.43,90.7
36,25,4.52,60.1
36,26,5.619999999999999,9.944
36,27,3.4,21.5
36,28,2.5300000000000002,35.64
36,29,4.640000000000001,19.96
36,30,3.49,15.77
36,31,1.57,47.37
36,32,3.2500048227634433,41.47
36,33,4.74,47.45
36,34,2.84,82.81
36,35,2.120006023189279,66.41
36,37,2.07,83.05
36,38,5.90231777661248,38.14
36,39,4.220000000000001,18.25
36,40,5.220000000000001,23.2
36,41,2.08,26.56
36,42,2.600083333333333,24.0
36,43,3.9200000000000004,19.87
36,44,3.010059750135795,92.05
36,45,3.4500370713623725,53.95
36,46,7.762234762979684,13.29
36,47,7.3502402402402405,3.327
36,48,8.996714628297363,4.174
36,49,6.980000000000001,9.098
36,50,5.06,14.94
36,51,4.81,16.54
36,52,4.4,6.617
36,53,4.23,14.06
36,55,8.5,1.654
36,57,9.535714285714286,4.135
36,58,7.653132530120484,0.827
36,59,8.843123486682812,4.135
36,60,7.113132530120484,0.827
36,61,6.47312348668281,4.135
36,62,5.943143086816721,12.44
36,63,7.0731441860465125,10.75
